&#160;Ст.;Код;Наименование;Группа;Поставщик;Покупатель;Отсрочка;Торговый агент;ИНН;Ан. счет;Вид цены по умолчанию;Лимит кредита (руб);Лимит кредита изм-ся вручную;Стоп-лист изм-ся вручную;Номер маршрута;Телефон;Юридический адрес;Адрес доставки;Макс. отсрочка;Время дост. контр.;Полное наименование;Код ОКПО;Код ОКОНХ;Банковские реквизиты;Директор;Гл. бух.;№ договора;Дата договора;Вышестоящая орг.;Долги на вышестоящую орг.;Email-адрес;КПП;Макс. сумма операции;БИК;Время доставки;EDI;Серия_лицензии;Номер_лицензии;Дата_выдачи;Кем_выдана;Срок_действия_лиц_с;Срок_действия_лиц_по;Рег_номер_лицензии;Степень_сложности;Работает по ЭДО
0;0;901362;Аптека Солнечногорск 1 Красная;ПД МА;1;1;;;2310031475;;;;0;0;;"+7(966)187-02-84; +7(966)187-02-84";350002, Краснодарский край, Краснодар г, Леваневского 185;141506, Московская обл, Солнечногорский р-н, Солнечногорск г, Красная ул, дом № 157;;;"АО ""Тандер"" м-н Аптека Солнечногорск 1 Красная";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;ma901362@magnit.ru;504432004;;40349602;;;;;;;;;;;Нет
0;1;903973;Аптека Сонгай;ПД МА;1;1;;;2310031475;201191971;;;0;0;;+7(965)225-64-41;350002, Краснодарский край, Краснодар г, Леваневского 185;143600, Московская обл, Волоколамск г, Рижское ш, дом № 34;;;"АО ""Тандер"" м-н Аптека Сонгай";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;500445009;;40349602;;;;;;;;;;;Нет
0;1;902344;Аптека Станционный;ПД МА;1;1;;;2310031475;;;;0;0;;;350002, Краснодарский край, Краснодар г, Леваневского 185;141002, Московская обл, Мытищи г, Станционная ул, дом № 3,2;;;"АО ""Тандер"" м-н Аптека Станционный";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;502903001;;40349602;;;;;;;;;;;Нет
0;0;901633;Аптека Тверь 1 Октябрьский;ПД МА;1;1;;;2310031475;;;;0;0;;+7(960)700-99-56;350002, Краснодарский край, Краснодар г, Леваневского 185;170043, Тверская обл, Тверь г, Октябрьский пр-кт, дом № 30;;;"АО ""Тандер"" м-н Аптека Тверь 1 Октябрьский";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;ma901633@magnit.ru;695045002;;40349602;;;;;;;;;;;Нет
0;0;903780;Аптека Тимоново;ПД МА;1;1;;;2310031475;;;;0;0;;+7(966)135-93-15;350002, Краснодарский край, Краснодар г, Леваневского 185;141507, Московская обл, Солнечногорский р-н, Солнечногорск г, Подмосковная ул, дом № строение 5а;;;"АО ""Тандер"" м-н Аптека Тимоново";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;ma903780@magnit.ru;504432003;;40349602;;;;;;;;;;;Нет
0;1;900839;Аптека Торфан;Магнит•ПД МК;1;1;;;2310031475;;;;0;0;;;350002, Краснодарский край, Краснодар г, Леваневского 185;171573, Тверская обл, Калязинский р-н, Калязин г, Коминтерна ул, дом № 42 В;;;"АО ""Тандер"" м-н Аптека Торфан";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;;;40349602;;;;;;;;;;;Нет
0;1;901073;Аптека Трактат;ПД МА;1;1;;;2310031475;;;;0;0;;+7(960)711-70-09;350002, Краснодарский край, Краснодар г, Леваневского 185;170033, Тверская обл, Тверь г, Волоколамский пр-кт, дом № 12, помещение № VI;;;"АО ""Тандер"" м-н Аптека Трактат";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;ma901073@magnit.ru;695045049;;40349602;;;;;;;;;;;Нет
0;1;904472;Аптека Убежище;ПД МА;1;1;;;2310031475;;;;0;0;;+7(966)187-08-43;350002, Краснодарский край, Краснодар г, Леваневского 185;141707, Московская обл, Долгопрудный г, Московская ул, дом № 58, корпус 2, помещение 104-2;;;"АО ""Тандер"" м-н Аптека Убежище";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;504745072;;40349602;;;;;;;;;;;Нет
0;1;901506;Аптека Форнацис;ПД МА;1;1;;;2310031475;;;;0;0;;;350002, Краснодарский край, Краснодар г, Леваневского 185;141033, Московская обл, Мытищинский р-н, Пироговский пгт, Фабричная ул, дом № 1, этаж 2;;;"АО ""Тандер"" м-н Аптека Форнацис";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;502945003;;40349602;;;;;;;;;;;Нет
0;0;901501;Аптека Харитоновская;ТД РЦ Ногинск (Алкоголь);1;1;;;2310031475;;;;0;0;;+7(966)175-51-40;350002, Краснодарский край, Краснодар г, Леваневского 185;141018, Московская обл, Мытищи г, Сукромка ул, дом № строен. 20, пом. 002,003,004;;;"АО ""Тандер"" м-н Аптека Харитоновская";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;ma901501@magnit.ru;502945013;;40349602;;;;;;;;;;;Нет
0;0;905171;Аптека Хаттинген;ПД МА;1;1;;;2310031475;;;;0;0;;+7(960)701-00-62;350002, Краснодарский край, Краснодар г, Леваневского 185;170003, Тверская обл, Тверь г, Луначарского ул, дом № 18;;;"АО ""Тандер"" м-н Аптека Хаттинген";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;ma905171@magnit.ru;695245029;;40349602;;;;;;;;;;;Нет
0;0;905207;Аптека Цзюлун;ПД МА;1;1;;;2310031475;;;;0;0;;+7(966)175-54-61;350002, Краснодарский край, Краснодар г, Леваневского 185;141401, Московская обл, Химки г, Юннатов ул, дом № 10, строен. 2, пом. 003;;;"АО ""Тандер"" м-н Аптека Цзюлун";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;ma905207@magnit.ru;504745073;;40349602;;;;;;;;;;;Нет
0;1;905343;Аптека Шакотис;ПД МА;1;1;;;2310031475;;;;0;0;;+7(966)175-54-57;350002, Краснодарский край, Краснодар г, Леваневского 185;141400, Московская обл, Химки г, Кирова ул, дом № 18;;;"АО ""Тандер"" м-н Аптека Шакотис";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;504745006;;40349602;;;;;;;;;;;Нет
0;0;904389;Аптека Шалица;ПД МА;1;1;;;2310031475;;;;0;0;;+7(966)175-54-63;350002, Краснодарский край, Краснодар г, Леваневского 185;141730, Московская обл, Лобня г, Краснополянская ул, дом № 30;;;"АО ""Тандер"" м-н Аптека Шалица";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;ma904389@magnit.ru;504745030;;40349602;;;;;;;;;;;Нет
0;0;901536;Аптека Шарпей;ПД МА;1;1;;;2310031475;;;;0;0;;+7(963)222-61-89;350002, Краснодарский край, Краснодар г, Леваневского 185;170003, Тверская обл, Тверь г, Луначарского ул, дом № 3а;;;"АО ""Тандер"" м-н Аптека Шарпей";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;ma901536@magnit.ru;695245012;;40349602;;;;;;;;;;;Нет
0;0;900700;Аптека Шелуха;ПД МА;1;1;;;2310031475;201186538;;;0;0;;+7(960)711-68-46;350002, Краснодарский край, Краснодар г, Леваневского 185;171160, Тверская обл, Вышний Волочек г, Стеклозаводская ул, дом № 11;;;"АО ""Тандер"" м-н Аптека Шелуха";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;ma900700@magnit.ru;690845014;;40349602;;;;;;;;;;;Нет
0;0;901707;Аптека Щеколда;ТД РЦ Ногинск (Алкоголь);1;1;;;2310031475;;;;0;0;;+7(906)796-73-01;350002, Краснодарский край, Краснодар г, Леваневского 185;141006, Московская обл, Мытищи г, Олимпийский пр-кт, дом № 21, корпус 1, комнаты комнаты 14,15,16,24,25,26, часть комнаты 46, ч;;;"АО ""Тандер"" м-н Аптека Щеколда";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;ma901707@magnit.ru;502945011;;40349602;;;;;;;;;;;Нет
0;0;550406;Аптечка;Магнит•ПД МК;1;1;;;2310031475;201189168;;;0;0;;+7(906)797-44-25;350002, Краснодарский край, Краснодар г, Леваневского 185;141605, Московская обл, Клинский р-н, Клин г, Центральная ул, дом № 61а;;;"АО ""Тандер"" м-н Аптечка";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk550406@magnit.ru;502045022;;40349602;;;;;;;;;;;Нет
0;1;936930;Арапка;Магнит•ПД МК;1;1;;;2310031475;;;;0;0;;;350002, Краснодарский край, Краснодар г, Леваневского 185;171252, Тверская обл, Конаковский р-н, Конаково г, Торговый проезд, дом № 3а;;;"АО ""Тандер"" м-н Арапка";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;;;40349602;;;;;;;;;;;Нет
0;0;502969;Арбитрон;ПД Москва 6 (6);1;1;;;2310031475;201177286;;;0;0;;+7(906)029-62-38;350002, Краснодарский край, Краснодар г, Леваневского 185;141506, Московская обл, Солнечногорский р-н, Солнечногорск г, Баранова ул, дом № 23;;;"АО ""Тандер"" м-н Арбитрон";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md502969@magnit.ru;504445020;;40349602;;;;50РПА0012071;;;25.05.2021;30.06.2026;;;Нет
0;0;936943;Арболад;Магнит•ПД МК;1;1;;;2310031475;201174066;;;0;0;;+7(961)016-58-06;350002, Краснодарский край, Краснодар г, Леваневского 185;170006, Тверская обл, Тверь г, Софьи Перовской ул, дом № 10/32;;;"АО ""Тандер"" м-н Арболад";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk936943@magnit.ru;695045026;;40349602;;;;;;;;;;;Нет
0;0;773522;Аридиф;ПД Москва 6 (24);1;1;;;2310031475;201179045;;;0;0;;+7(966)315-13-73;350002, Краснодарский край, Краснодар г, Леваневского 185;125080, Москва г, Панфилова ул, дом № 2, корп. 2;;;"АО ""Тандер"" м-н Аридиф";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md773522@magnit.ru;774345036;;40349602;;;;;;;;;;;Нет
0;0;770026;Арка;ТД РЦ Ногинск (Алкоголь);1;1;0;;2310031475;201171850;;;0;0;;+7(903)590-28-42;350002, Краснодарский край, Краснодар г, Леваневского 185;141021, Московская обл, Мытищинский р-н, Мытищи г, Юбилейная ул, дом № 5;;;"АО ""Тандер"" м-н Арка";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md770026@magnit.ru;502903002;;40349602;48;;;50РПА0019411;27.11.2015;Министерством потребительского рынка и услуг МО;16.11.2021;15.12.2023;50РПА0012059;;Нет
0;0;965031;Аркология;ТД РЦ Ногинск (Алкоголь);1;1;;;2310031475;201185703;;;0;0;;+7(964)556-37-11;350002, Краснодарский край, Краснодар г, Леваневского 185;141060, Московская обл, Королев г, Болшево мкр, Станционная пл, дом № д. 22, д. 23;;;"АО ""Тандер"" м-н Аркология";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk965031@magnit.ru;501845025;;40349602;;;;;;;;;;;Нет
0;0;777768;Арнольд;ПД Москва 6 (24);1;1;;;2310031475;201168418;;;0;0;;+7(968)049-26-03;350002, Краснодарский край, Краснодар г, Леваневского 185;127550, Москва г, Дмитровское ш, дом № 29, корпус 1,1 этаж, помещение №I, комнаты №№1а,1в,1г,16,17,19,20,23,24,25,26,27,28,31,3;;;"АО ""Тандер"" м-н Арнольд";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md777768@magnit.ru;771345010;;40349602;48;;;77РПА0011220;22.07.2015;ТО г.Москва- Департаментом торговли и услуг г.Москвы;09.09.2021;20.07.2026;77РПА0011220;;Нет
0;0;509398;Арсений;ПД Москва 5 (6);1;1;;;2310031475;201177912;;;0;0;;+7(967)110-20-41;350002, Краснодарский край, Краснодар г, Леваневского 185;143007, Московская обл, Одинцовский р-н, Одинцово г, Свободы ул, дом № 4;;;"АО ""Тандер"" м-н Арсений";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md509398@magnit.ru;503245017;;40349602;;;;50РПА0019198;08.02.2018;;31.08.2021;23.09.2026;50РПА0010193;;Нет
0;0;773375;Арсенолит;ПД Москва 6 (6);1;1;;;2310031475;201168391;;;0;0;;+7(906)032-80-33;350002, Краснодарский край, Краснодар г, Леваневского 185;125057, Москва г, Чапаевский пер, дом № 10/2,подвал  пом. II ком. 1-11,этаж 1, пом. II ком. 1,1а,1б,1в,1д,1г,1ж,1з,1и,2-11;;;"АО ""Тандер"" м-н Арсенолит";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md773375@magnit.ru;774345016;;40349602;48;;;77РПА0013916;25.09.2014;ТО г.Москва- Департаментом торговли и услуг г.Москвы;27.06.2019;12.06.2023;77РПА0010223;;Нет
0;0;935073;Архитрав;Магнит•ПД МК;1;1;;;2310031475;201176114;;;0;0;;+7(967)163-76-08;350002, Краснодарский край, Краснодар г, Леваневского 185;141401, Московская обл, Химки г, Мира пр-кт, дом № 7, этаж 1, помещение II;;;"АО ""Тандер"" м-н Архитрав";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk935073@magnit.ru;504745007;;40349602;;;;;;;;;;;Нет
0;0;692802;Асалиах;Магнит•ПД Тверь Восток 24;1;1;;;2310031475;201184544;;;0;0;;+7(960)711-70-68;350002, Краснодарский край, Краснодар г, Леваневского 185;171470, Тверская обл, Кесовогорский р-н, Кесова Гора пгт, Московская ул, дом № 1;;;"АО ""Тандер"" м-н Асалиах";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md692802@magnit.ru;692645001;;40349602;;;;69РПА0002154;;;16.03.2017;30.06.2026;;;Нет
0;0;509685;Аскос;ПД Москва 1 (6);1;1;;;2310031475;201179642;;;0;0;;+7(966)316-24-19;350002, Краснодарский край, Краснодар г, Леваневского 185;141930, Московская обл, Талдомский р-н, Новогуслево с, дом № 94А, этаж 1;;;"АО ""Тандер"" м-н Аскос";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md509685@magnit.ru;507845010;;40349602;;;;50РПА0017049;;;26.09.2018;24.09.2023;;;Нет
0;0;950621;Ассара;Магнит•ПД МК;1;1;;;2310031475;201189684;;;0;0;;+7(966)187-06-87;350002, Краснодарский край, Краснодар г, Леваневского 185;141202, Московская обл, Пушкинский р-н, Пушкино г, Ярославское ш, дом № 182а;;;"АО ""Тандер"" м-н Ассара";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk950621@magnit.ru;503845045;;40349602;;;;;;;;;;;Нет
0;0;773306;Ассонанс;ПД Москва 6 (24);1;1;;;2310031475;201169091;;;0;0;;+7(964)637-03-70;350002, Краснодарский край, Краснодар г, Леваневского 185;127206, Москва г, Дмитровский проезд, дом № 20,2, эт.1,ком. II №1-21, 23-25;;;"АО ""Тандер"" м-н Ассонанс";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md773306@magnit.ru;771345006;;40349602;48;;;77РПА0014518;15.08.2014;Департаментом торговли и услуг г. Москвы;14.01.2020;19.06.2024;;;Нет
0;0;777016;Астакот;ПД Москва 5 (24);1;1;;;2310031475;201177644;;;0;0;;+7(906)029-62-43;350002, Краснодарский край, Краснодар г, Леваневского 185;121170, Москва г, 1812 года ул, дом № 12;;;"АО ""Тандер"" м-н Астакот";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md777016@magnit.ru;773045004;;40349602;;;;77РПА0011544;;Министерством потребительского рынка и услуг МО;28.10.2020;07.10.2026;77РПА0011544;;Нет
0;0;690070;Атлантис;Магнит•ПД Тверь Восток 6;1;1;0;;2310031475;201186433;;;0;0;;+7(903)807-05-72;350002, Краснодарский край, Краснодар г, Леваневского 185;171984, Тверская обл, Бежецкий р-н, Бежецк г, М.И.Кузнецова ул, дом № 8,пом.III;;;"АО ""Тандер"" м-н Атлантис";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md690070@magnit.ru;690645001;;40349602;;;;69РПА0001868;23.05.2016;Министерством Тверской области по обеспечению контрольных функций;23.05.2016;30.06.2026;69РПА0001868;;Нет
0;1;774964;Ауксуа;ПД Москва 6 (24);1;1;;;2310031475;201179759;;;0;0;;;350002, Краснодарский край, Краснодар г, Леваневского 185;125475, Москва г, Клинская ул, дом № 12, этаж 1;;;"АО ""Тандер"" м-н Ауксуа";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;774345038;;40349602;;;;77РПА0013869;;;11.05.2018;10.05.2023;;;Нет
0;1;502582;Афаир;ПД Москва 1 (6);1;1;;;2310031475;201167699;;;0;0;;;350002, Краснодарский край, Краснодар г, Леваневского 185;141707, Московская обл, Долгопрудный г, Дирижабельная ул, дом № 10,этаж 1, комнаты №№1,2,18,19,20,21,22,23,24,27,28,32,33;;;"АО ""Тандер"" м-н Афаир";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;504745022;;40349602;48;;;50РПА0012272;27.11.2015;Министерство потребительского рынка и услуг МО;27.11.2015;29.07.2020;50РПА0012272;;Нет
0;0;690715;Ачипина;Магнит•ПД Тверь Восток 6;1;1;;;2310031475;201186434;;;0;0;;+7(906)656-77-01;350002, Краснодарский край, Краснодар г, Леваневского 185;171504, Тверская обл, Кимры г, Туполева ул, дом № 7;;;"АО ""Тандер"" м-н Ачипина";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md690715@magnit.ru;691045005;;40349602;;;;69РПА0001868;23.05.2016;Министерством Тверской области по обеспечению контрольных функций;23.05.2016;30.06.2026;69РПА0001868;;Нет
0;0;502646;Аяно;ПД Москва 1 (24);1;1;;;2310031475;201184226;;;0;0;;+7(903)578-10-42;350002, Краснодарский край, Краснодар г, Леваневского 185;143345, Московская обл, Наро-Фоминский р-н, Селятино рп, Теннисная ул, дом № 49/1;;;"АО ""Тандер"" м-н Аяно";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md502646@magnit.ru;503045009;;40349602;48;;;50РПА0012201;12.11.2015;Министерство потребительского рынка и услуг МО;17.07.2015;16.07.2026;50РПА0012201;;Нет
0;0;509777;Багно;ПД Москва 1 (6);1;1;;;2310031475;201184536;;;0;0;;+7(965)358-43-41;350002, Краснодарский край, Краснодар г, Леваневского 185;141302, Московская обл, Сергиево-Посадский р-н, Сергиев Посад-6 городок, Лесная ул, дом № 2а;;;"АО ""Тандер"" м-н Багно";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md509777@magnit.ru;504245023;;40349602;;;;50РПА0008906;;;01.04.2019;20.11.2023;;;Нет
0;0;935078;Бадьян;Магнит•ПД МК;1;1;;;2310031475;201175468;;;0;0;;+7(968)921-16-34;350002, Краснодарский край, Краснодар г, Леваневского 185;141980, Московская обл, Дубна г, Ленинградская ул, дом № 4;;;"АО ""Тандер"" м-н Бадьян";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk935078@magnit.ru;501045008;;40349602;;;;;;;;;;;Нет
0;0;770131;Бакс;ПД Москва 6 (6);1;1;;;2310031475;201166564;;;0;0;;+7(906)721-54-43;350002, Краснодарский край, Краснодар г, Леваневского 185;141607, Московская обл, Клинский р-н, Клин г, Миши Балакирева ул, дом № 6/24, корпус пом. №6-11.13-22.24-33.35-39.41.45-50;;;"АО ""Тандер"" м-н Бакс";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md770131@magnit.ru;502045001;;40349602;;;;50РПА0011920;12.11.2015;Министерство потребительского рынка и услуг МО;12.11.2015;04.06.2026;50РПА0011920;;Нет
0;1;774884;Балет;ПД Москва 1 (24);1;1;;;2310031475;;;;0;0;;;350002, Краснодарский край, Краснодар г, Леваневского 185;Москва г, Крупской ул, дом № 9а;;;"АО ""Тандер"" м-н Балет";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;;;;40349602;;;;;;;;;;;Нет
0;0;777848;Балмуш;ПД Москва 7 (24);1;1;;;2310031475;201168434;;;0;0;;+7(964)761-17-84;350002, Краснодарский край, Краснодар г, Леваневского 185;121601, Москва г, Мясищева ул, дом № 2, строение 1;;;"АО ""Тандер"" м-н Балмуш";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md777848@magnit.ru;773045003;;40349602;48;;;77РПА0011685;13.11.2015;Департамент торговли и услуг г. Москвы;13.11.2015;12.11.2026;77РПА0011685;;Нет
0;0;350698;Бальфур;Магнит•ПД МК;1;1;;;2310031475;201189701;;;0;0;;+7(903)807-17-37;350002, Краснодарский край, Краснодар г, Леваневского 185;170043, Тверская обл, Тверь г, Можайского ул, дом № 61, пом. IV;;;"АО ""Тандер"" м-н Бальфур";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk350698@magnit.ru;695045057;;40349602;;;;;;;;;;;Нет
0;0;770202;Балясина;ПД Москва 6 (24);1;1;;;2310031475;201168692;;;0;0;;+7(903)590-28-00;350002, Краснодарский край, Краснодар г, Леваневского 185;127540, Москва г, Дубнинская ул, дом № 10, корпус 1, пом. IV, ком.2,2б,3,3а,5б, 6,7,8,8а,9,10;;;"АО ""Тандер"" м-н Балясина";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md770202@magnit.ru;771345002;;40349602;48;;;77РПА0013869;;;11.05.2018;10.05.2023;;;Нет
0;0;529509;Бангвеулу;Магнит•ПД МК;1;1;;;2310031475;201188644;;;0;0;;+7(906)797-54-81;350002, Краснодарский край, Краснодар г, Леваневского 185;141311, Московская обл, Сергиево-Посадский р-н, Сергиев Посад г, Птицеградская ул, дом № 2-б;;;"АО ""Тандер"" м-н Бангвеулу";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;mk529509@magnit.ru;504245027;;40349602;;;;;;;;;;;Нет
0;1;774928;Барбоскин;ПД Москва 1 (24);1;1;;;2310031475;201178267;;;0;0;;;350002, Краснодарский край, Краснодар г, Леваневского 185;127322, Москва г, Яблочкова ул, дом № вл. 21Д, этаж 1, пом. №I;;;"АО ""Тандер"" м-н Барбоскин";41351125;71200;р/с 40702810930010120150, КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК, к/с 30101810100000000602, БИК 040349602;;;;;;0;md774928@magnit.ru;771545040;;40349602;;;;77РПА0011054;27.04.2018;;27.04.2018;10.06.2020;77РПА0011054;;Нет
